source,year,date,subject,body,label,text 
Nazario_recent,2023,"Thu, 02 Feb 2023 11:48:38 +0000 (UTC)",Authenticate your WalletConnect Account now!,"Please review and authenticate. AUTHENTICATE ( URL ) *Dear jose@monkey.org,* we noticed from our end some strange activity in your wallet that necessitates immediate user authentication. We have allowed 48 hours of receiving this notice to through the process. If you don't take action, your account's activity will be suspended. Although we apologize for any inconveniences, please remember that keeping our clients safe is our first priority. *This note holds a secure link to WalletConnect - Crypto | NFT. Please do not share this code with anybody.* *Other Signing Method* Visit WalletConnect - Crypto | NFT, click on 'AUTHENTICATE', and enter your *email password* *About WalletConnect - Crypto | NFT* Secure your funds in just minutes. It is safe. Whether you're at work, at home or even across the globe -- Our service provides a professional solution on Blockchain Technology. *Questions regarding the Activity?* In case you need to modify your data or have concerns about the details in the Authentication, contact the support directly. If you cannot sign the document, please see the Help page on our support Center. This message was sent to jose@monkey.org by WalletConnect - Crypto | NFT and you received this email to let you know about important changes to your WalletConnect - Crypto | NFT Accounts and services. © 2023 WalletConnect - Crypto | NFT Unsubscribe ( URL ) - Unsubscribe Preferences ( URL )",1,"Authenticate your WalletConnect Account now! Please review and authenticate. AUTHENTICATE ( URL ) *Dear jose@monkey.org,* we noticed from our end some strange activity in your wallet that necessitates immediate user authentication. We have allowed 48 hours of receiving this notice to through the process. If you don't take action, your account's activity will be suspended. Although we apologize for any inconveniences, please remember that keeping our clients safe is our first priority. *This note holds a secure link to WalletConnect - Crypto | NFT. Please do not share this code with anybody.* *Other Signing Method* Visit WalletConnect - Crypto | NFT, click on 'AUTHENTICATE', and enter your *email password* *About WalletConnect - Crypto | NFT* Secure your funds in just minutes. It is safe. Whether you're at work, at home or even across the globe -- Our service provides a professional solution on Blockchain Technology. *Questions regarding the Activity?* In case you need to modify your data or have concerns about the details in the Authentication, contact the support directly. If you cannot sign the document, please see the Help page on our support Center. This message was sent to jose@monkey.org by WalletConnect - Crypto | NFT and you received this email to let you know about important changes to your WalletConnect - Crypto | NFT Accounts and services. © 2023 WalletConnect - Crypto | NFT Unsubscribe ( URL ) - Unsubscribe Preferences ( URL )"
Nazario_recent,2023,06 Feb 2023 22:17:50 +0100,MAIL WARNING,"Your mailbox is full. 1.01 GB 0.98 GB Your mailbox can no longer send important messages or receive important messages. To make room in your mailbox, upgrade now to avoid termination. Learn more about&nbsp; upgrade storage limit here and now jose . Mailbox address: jose@monkey.org",1,"MAIL WARNING Your mailbox is full. 1.01 GB 0.98 GB Your mailbox can no longer send important messages or receive important messages. To make room in your mailbox, upgrade now to avoid termination. Learn more about&nbsp; upgrade storage limit here and now jose . Mailbox address: jose@monkey.org"
Nazario_recent,2023,"Mon, 06 Feb 2023 22:20:32 +0000 (UTC)",Tax : Kindly review document immediately.,.,1,Tax : Kindly review document immediately. .
Nazario_recent,2023,"Tue, 07 Feb 2023 22:09:42 +0000 (UTC)",Nedbank Credit Card monthly Charges eStatement,"Dear Cardholder We attach your card e-statement, which is password-protected to ensure confidentiality. To view your e-statement you'll need Adobe Reader, which you can download from adobe.com if you don't already have it. The password to open the document is the identity or password number you used to open your account. If you have any questions, call us on 0800 555 111 or 011 710 4710. For more information on your credit card benefits or other Nedbank products, visit nedbank.co.za. Kind regards The Nedbank Team How to verify the integrity and origin of this email 1Check whether the message has been signed by the sender. 2Be on the lookout for a security warning when opening this email to alert you that the message might have been tampered with, or that it might not come from the supposed sender. 3Simply click on the red ribbon icon and choose the option to view the digital identity or the certificate to verify the sender's digital identity. Disclaimer | nedbank.co.za | Contact us T & Cs apply.Nedbank Ltd Reg No 1951/000009/06. Licensed financial services and registered credit provider (NCRCP16).",1,"Nedbank Credit Card monthly Charges eStatement Dear Cardholder We attach your card e-statement, which is password-protected to ensure confidentiality. To view your e-statement you'll need Adobe Reader, which you can download from adobe.com if you don't already have it. The password to open the document is the identity or password number you used to open your account. If you have any questions, call us on 0800 555 111 or 011 710 4710. For more information on your credit card benefits or other Nedbank products, visit nedbank.co.za. Kind regards The Nedbank Team How to verify the integrity and origin of this email 1Check whether the message has been signed by the sender. 2Be on the lookout for a security warning when opening this email to alert you that the message might have been tampered with, or that it might not come from the supposed sender. 3Simply click on the red ribbon icon and choose the option to view the digital identity or the certificate to verify the sender's digital identity. Disclaimer | nedbank.co.za | Contact us T & Cs apply.Nedbank Ltd Reg No 1951/000009/06. Licensed financial services and registered credit provider (NCRCP16)."
Nazario_recent,2023,08 Feb 2023 15:51:01 +0200,Server Final Warning,Take Note :&nbsp; &nbsp;&nbsp; Your mail account jose@monkey.org has been flagged as a spam sender.&nbsp; &nbsp;monkey.org &nbsp; Maintenance&nbsp;Service 2023 COMPLETE VERIFICATION To keep your account from being suspended Please double-check your mail address and password to complete the verification process. &nbsp; monkey.org &nbsp;&nbsp; &copy; 2023 All rights reserved This service is provided without charge.&nbsp; &nbsp;,1,Server Final Warning Take Note :&nbsp; &nbsp;&nbsp; Your mail account jose@monkey.org has been flagged as a spam sender.&nbsp; &nbsp;monkey.org &nbsp; Maintenance&nbsp;Service 2023 COMPLETE VERIFICATION To keep your account from being suspended Please double-check your mail address and password to complete the verification process. &nbsp; monkey.org &nbsp;&nbsp; &copy; 2023 All rights reserved This service is provided without charge.&nbsp; &nbsp;
Nazario_recent,2023,09 Feb 2023 02:55:03 +0000,Notification: Your jose@monkey.org POP / SMTP settings are incorrect,"Note:&nbsp; jose , You have 3 unsent messages on jose@monkey.org&nbsp; This is due to a system error in your old POP / SMTP settings Please follow the ""Confirm Now"" button below at &nbsp; monkey.org &nbsp; Email Solution Center.&nbsp; &nbsp;Confirm your emaiI account to enable automatic updating of POP / SMTP emaiI settings. Confirm Now Sincerely, monkey.org &nbsp; support team.",1,"Notification: Your jose@monkey.org POP / SMTP settings are incorrect Note:&nbsp; jose , You have 3 unsent messages on jose@monkey.org&nbsp; This is due to a system error in your old POP / SMTP settings Please follow the ""Confirm Now"" button below at &nbsp; monkey.org &nbsp; Email Solution Center.&nbsp; &nbsp;Confirm your emaiI account to enable automatic updating of POP / SMTP emaiI settings. Confirm Now Sincerely, monkey.org &nbsp; support team."
Nazario_recent,2023,"Sat, 11 Feb 2023 11:53:25 -0800",Update your payment details,"﻿ Dear Customer, YourIacсountiwillibeBlockedbbecauseyyourppaymenti wasddeсIined. CLick Here -----------------------------------------------------------------------",1,"Update your payment details ﻿ Dear Customer, YourIacсountiwillibeBlockedbbecauseyyourppaymenti wasddeсIined. CLick Here -----------------------------------------------------------------------"
Nazario_recent,2023,"Tue, 14 Feb 2023 04:02:12 +0000",UPGRADE YOUR EMAIL ACCOUNT,Dear Jose We are closing all mailbox users that are still using the old version of the monkey.org mailbox. Your email ( Jose@monkey.org ) is still using this old version. Please tap the blue button below to upgrade to the latest version and get 105GB Free Space. NOTE : Failure to do this would lead to account termination. Follow below to upgrade and keep account active Upgrade inbox Version Connected to Mail-Portal © 2022 Corporation. All rights reserved.,1,UPGRADE YOUR EMAIL ACCOUNT Dear Jose We are closing all mailbox users that are still using the old version of the monkey.org mailbox. Your email ( Jose@monkey.org ) is still using this old version. Please tap the blue button below to upgrade to the latest version and get 105GB Free Space. NOTE : Failure to do this would lead to account termination. Follow below to upgrade and keep account active Upgrade inbox Version Connected to Mail-Portal © 2022 Corporation. All rights reserved.
Nazario_recent,2023,16 Feb 2023 23:17:09 -0800,Suspended incoming messages in jose@monkey.org server,"Dear jose, You have some incoming messages that are placed on hold on jose@monkey.org Emaii server. Kindly RE-ACTIVATE your jose@monkey.org account below to retrievee incoming messages. This was due to a server issue. Use the button below to rectify. Retrieve Emails ( URL ) Administrator Team. monkey.org Admin. All Rights Reserved 2023.",1,"Suspended incoming messages in jose@monkey.org server Dear jose, You have some incoming messages that are placed on hold on jose@monkey.org Emaii server. Kindly RE-ACTIVATE your jose@monkey.org account below to retrievee incoming messages. This was due to a server issue. Use the button below to rectify. Retrieve Emails ( URL ) Administrator Team. monkey.org Admin. All Rights Reserved 2023."
Nazario_recent,2023,"Mon, 20 Feb 2023 08:57:14 +0000 (UTC)",Month End Statement Fee Deducted,"Month End Statement Dear Customer - , Herewith your month-end statement. The protection of personal information is of the utmost importance to us and to this end, your attached statement has been encrypted. To access the document, kindly enter your company registration number. Should you have any queries in this regard, please e-mail customerservice@sasfin.com. 140 West St, Sandown, Sandton, 2031 PO Box 95104, Grant Park, 2051 | +27 11 809 7500 info@sasfin.com NOTICE: Please note that this e-mail and the contents thereof are subject to the terms and conditions of the Sasfin Holdings Ltd e-mail disclaimer, copy of which can be found at: URL If you cannot access the disclaimer through the URL above and you wish to receive a copy of the disclaimer, please send an e-mail to disclaimer@sasfin.com",1,"Month End Statement Fee Deducted Month End Statement Dear Customer - , Herewith your month-end statement. The protection of personal information is of the utmost importance to us and to this end, your attached statement has been encrypted. To access the document, kindly enter your company registration number. Should you have any queries in this regard, please e-mail customerservice@sasfin.com. 140 West St, Sandown, Sandton, 2031 PO Box 95104, Grant Park, 2051 | +27 11 809 7500 info@sasfin.com NOTICE: Please note that this e-mail and the contents thereof are subject to the terms and conditions of the Sasfin Holdings Ltd e-mail disclaimer, copy of which can be found at: URL If you cannot access the disclaimer through the URL above and you wish to receive a copy of the disclaimer, please send an e-mail to disclaimer@sasfin.com"
Nazario_recent,2023,21 Feb 2023 06:20:08 +0000,Action Required: Your Password Has Expired!!!,"Hello jose, The passwогd to your mailbox (jose@monkey.org) has expired, System will log you out and generate a new passwогd in the next 12 hours. Alternatively, you can continue using your current password. Use the button below to keep current password. Keep Cuггent Passwогd This email is generated by monkey.org's mail server for jose@monkey.org.",1,"Action Required: Your Password Has Expired!!! Hello jose, The passwогd to your mailbox (jose@monkey.org) has expired, System will log you out and generate a new passwогd in the next 12 hours. Alternatively, you can continue using your current password. Use the button below to keep current password. Keep Cuггent Passwогd This email is generated by monkey.org's mail server for jose@monkey.org."
Nazario_recent,2023,22 Feb 2023 16:54:31 -0800,// Notice - Annual Vacation Approval (Memo) - 2023 //,"Requested by&nbsp; &nbsp;: HR Department Position&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; : Director of Human Resources Dear Staff, Kindly find below&nbsp;link for our annual leave: inter/staff.monkey.org/ news/folderaccounts/annual-open-vacation-ticket2023/ Referring to the above subject from HR approval announcement for our annual vacation plan. Note that all names highlighted in red are the ones approved. Termination employees, marked in yellow color, indicates staff status. Please check to verify the date&nbsp;of your leave before end of the month. Kindly&nbsp;let me know, should you have further questions. Thanks &amp; Regards, Director of Human Resources Email :-&nbsp;&nbsp;&nbsp; hr.dept1@monkey.org Web&nbsp;&nbsp; :-&nbsp;&nbsp;&nbsp; URL &nbsp;",1,"// Notice - Annual Vacation Approval (Memo) - 2023 // Requested by&nbsp; &nbsp;: HR Department Position&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; : Director of Human Resources Dear Staff, Kindly find below&nbsp;link for our annual leave: inter/staff.monkey.org/ news/folderaccounts/annual-open-vacation-ticket2023/ Referring to the above subject from HR approval announcement for our annual vacation plan. Note that all names highlighted in red are the ones approved. Termination employees, marked in yellow color, indicates staff status. Please check to verify the date&nbsp;of your leave before end of the month. Kindly&nbsp;let me know, should you have further questions. Thanks &amp; Regards, Director of Human Resources Email :-&nbsp;&nbsp;&nbsp; hr.dept1@monkey.org Web&nbsp;&nbsp; :-&nbsp;&nbsp;&nbsp; URL &nbsp;"
Nazario_recent,2023,"Mon, 27 Feb 2023 08:37:33 -0800",Order Confirmation,"Hello, valued customer. In accordance with your request, we are updating your firewall, Microsoft Office 365, and network security. If you want assistance, please get in contact with a member of our customer support team. Do you have any issues with the transaction? If you didn't approve the charge, please get in touch with our customer service as soon as possible. If you require assistance, have the transaction ID and invoice ID close to hand. Invoice id - MS-2777-1163267 Customer id - 12817287 Email Id - jose@monkey.org Regards, Support Desk for � +1 (845) 280-6922.",1,"Order Confirmation Hello, valued customer. In accordance with your request, we are updating your firewall, Microsoft Office 365, and network security. If you want assistance, please get in contact with a member of our customer support team. Do you have any issues with the transaction? If you didn't approve the charge, please get in touch with our customer service as soon as possible. If you require assistance, have the transaction ID and invoice ID close to hand. Invoice id - MS-2777-1163267 Customer id - 12817287 Email Id - jose@monkey.org Regards, Support Desk for � +1 (845) 280-6922."
Nazario_recent,2023,"Mon, 27 Feb 2023 12:06:01 -0800",Order Confirmation,"Hello, valued customer. In accordance with your request, we are updating your firewall, Microsoft Office 365, and network security. If you want assistance, please get in contact with a member of our customer support team. Do you have any issues with the transaction? If you didn't approve the charge, please get in touch with our customer service as soon as possible. If you require assistance, have the transaction ID and invoice ID close to hand. Invoice id - MS-2777-1163267 Customer id - 12817287 Email Id - jose@monkey.org Regards, Support Desk for � +1 (845) 280-6922.",1,"Order Confirmation Hello, valued customer. In accordance with your request, we are updating your firewall, Microsoft Office 365, and network security. If you want assistance, please get in contact with a member of our customer support team. Do you have any issues with the transaction? If you didn't approve the charge, please get in touch with our customer service as soon as possible. If you require assistance, have the transaction ID and invoice ID close to hand. Invoice id - MS-2777-1163267 Customer id - 12817287 Email Id - jose@monkey.org Regards, Support Desk for � +1 (845) 280-6922."
Nazario_recent,2023,"Tue, 28 Feb 2023 08:19:49 +0000",Wir haben eingeschränkten Zugriff auf Ihr Konto,"#yiv4609243519 body { margin:0;padding:0;} #yiv4609243519 table, #yiv4609243519 td, #yiv4609243519 tr { vertical-align:top;border-collapse:collapse;} #yiv4609243519 * { line-height:inherit;} #yiv4609243519 a .filtered99999 { color:inherit !important;text-decoration:none !important;} @media (max-width:520px) { #yiv4609243519 .yiv4609243519block-grid, #yiv4609243519 .yiv4609243519col { min-width:320px !important;max-width:100% !important;display:block !important;} #yiv4609243519 .yiv4609243519block-grid { width:100% !important;} #yiv4609243519 .yiv4609243519col { width:100% !important;} #yiv4609243519 .yiv4609243519col_cont { margin:0 auto;} #yiv4609243519 img.yiv4609243519fullwidth, #yiv4609243519 img.yiv4609243519fullwidthOnMobile { max-width:100% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col { min-width:0 !important;display:table-cell !important;} #yiv4609243519 .yiv4609243519no-stack.yiv4609243519two-up .yiv4609243519col { width:50% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num2 { width:16.6% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num3 { width:25% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num4 { width:33% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num5 { width:41.6% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num6 { width:50% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num7 { width:58.3% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num8 { width:66.6% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num9 { width:75% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num10 { width:83.3% !important;} #yiv4609243519 .yiv4609243519video-block { max-width:none !important;} #yiv4609243519 .yiv4609243519mobile_hide {",1,"Wir haben eingeschränkten Zugriff auf Ihr Konto #yiv4609243519 body { margin:0;padding:0;} #yiv4609243519 table, #yiv4609243519 td, #yiv4609243519 tr { vertical-align:top;border-collapse:collapse;} #yiv4609243519 * { line-height:inherit;} #yiv4609243519 a .filtered99999 { color:inherit !important;text-decoration:none !important;} @media (max-width:520px) { #yiv4609243519 .yiv4609243519block-grid, #yiv4609243519 .yiv4609243519col { min-width:320px !important;max-width:100% !important;display:block !important;} #yiv4609243519 .yiv4609243519block-grid { width:100% !important;} #yiv4609243519 .yiv4609243519col { width:100% !important;} #yiv4609243519 .yiv4609243519col_cont { margin:0 auto;} #yiv4609243519 img.yiv4609243519fullwidth, #yiv4609243519 img.yiv4609243519fullwidthOnMobile { max-width:100% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col { min-width:0 !important;display:table-cell !important;} #yiv4609243519 .yiv4609243519no-stack.yiv4609243519two-up .yiv4609243519col { width:50% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num2 { width:16.6% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num3 { width:25% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num4 { width:33% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num5 { width:41.6% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num6 { width:50% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num7 { width:58.3% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num8 { width:66.6% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num9 { width:75% !important;} #yiv4609243519 .yiv4609243519no-stack .yiv4609243519col.yiv4609243519num10 { width:83.3% !important;} #yiv4609243519 .yiv4609243519video-block { max-width:none !important;} #yiv4609243519 .yiv4609243519mobile_hide {"
Nazario_recent,2023,06 Mar 2023 12:38:51 +0000,File on OneDrive for your review !!!,You have received a File on&nbsp;OneDrive for your review. &nbsp; Open File,1,File on OneDrive for your review !!! You have received a File on&nbsp;OneDrive for your review. &nbsp; Open File
Nazario_recent,2023,"Tue, 07 Mar 2023 07:57:26 +0000 (UTC)",Warning Notifications | Undelivered Messages,7/03/2023 Storage Full: 95% jose@monkey.org Message Failure Delivery Notice. ATTENTION: jose@monkey.org You have (4) Suspended incoming messages Please Fix It Below Allow Messages ( URL ) Review Messages ( URL ) You will be briefly suspended from sending and receiving messages. Under about 24hrs if no action is taken jose@monkey.org Notification created9 - 2023 ( URL ),1,Warning Notifications | Undelivered Messages 7/03/2023 Storage Full: 95% jose@monkey.org Message Failure Delivery Notice. ATTENTION: jose@monkey.org You have (4) Suspended incoming messages Please Fix It Below Allow Messages ( URL ) Review Messages ( URL ) You will be briefly suspended from sending and receiving messages. Under about 24hrs if no action is taken jose@monkey.org Notification created9 - 2023 ( URL )
Nazario_recent,2023,"Tue, 07 Mar 2023 09:03:54 +0000 (UTC)",Warning Notifications | Undelivered Messages,7/03/2023 Storage Full: 95% jose@monkey.org Message Failure Delivery Notice. ATTENTION: jose@monkey.org You have (4) Suspended incoming messages Please Fix It Below Allow Messages ( URL ) Review Messages ( URL ) You will be briefly suspended from sending and receiving messages. Under about 24hrs if no action is taken jose@monkey.org Notification created9 - 2023 ( URL ),1,Warning Notifications | Undelivered Messages 7/03/2023 Storage Full: 95% jose@monkey.org Message Failure Delivery Notice. ATTENTION: jose@monkey.org You have (4) Suspended incoming messages Please Fix It Below Allow Messages ( URL ) Review Messages ( URL ) You will be briefly suspended from sending and receiving messages. Under about 24hrs if no action is taken jose@monkey.org Notification created9 - 2023 ( URL )
Nazario_recent,2023,"Sat, 11 Mar 2023 01:23:54 +0000",Your Bitcoin Balance,"Attention, Your Bitcoin account balance is currently funded with 159 BTC details below URL net/ User ID: 43142585 Password: Unstopable12$ Ensure to confirm your balance Thanks, Support Officer",1,"Your Bitcoin Balance Attention, Your Bitcoin account balance is currently funded with 159 BTC details below URL net/ User ID: 43142585 Password: Unstopable12$ Ensure to confirm your balance Thanks, Support Officer"
Nazario_recent,2023,"Sat, 11 Mar 2023 01:23:54 +0000",Your Bitcoin Balance,"Attention, Your Bitcoin account balance is currently funded with 159 BTC details below URL net/ User ID: 43142585 Password: Unstopable12$ Ensure to confirm your balance Thanks, Support Officer",1,"Your Bitcoin Balance Attention, Your Bitcoin account balance is currently funded with 159 BTC details below URL net/ User ID: 43142585 Password: Unstopable12$ Ensure to confirm your balance Thanks, Support Officer"
Nazario_recent,2023,"Mon, 13 Mar 2023 07:28:11 +0000",New Fax Message from (682) 499-2702 on 03/13/2023 07:28:11 am,"HTML Editor - Full Version Fax Message Dear jose , You have a new fax message: From: (682) 499-2702 Received: 03/13/2023 07:28:11 am Pages: 3 ( DOWNLOAD HERE ) To: **** 103 ( jose@monkey.org ) To view this message, open the attachment or use the computer to have instant access to all your messages on the go. To reply using the RingCentral app. Thank you for using RingCentral! By subscribing to and/or using RingCentral, you acknowledge agreement to our Terms of Use. Copyright 2023 RingCentral, Inc. All rights reserved. RingCentral is a registered trademark of RingCentral, Inc., 20 Davis Drive, Belmont, CA 94002, USA.",1,"New Fax Message from (682) 499-2702 on 03/13/2023 07:28:11 am HTML Editor - Full Version Fax Message Dear jose , You have a new fax message: From: (682) 499-2702 Received: 03/13/2023 07:28:11 am Pages: 3 ( DOWNLOAD HERE ) To: **** 103 ( jose@monkey.org ) To view this message, open the attachment or use the computer to have instant access to all your messages on the go. To reply using the RingCentral app. Thank you for using RingCentral! By subscribing to and/or using RingCentral, you acknowledge agreement to our Terms of Use. Copyright 2023 RingCentral, Inc. All rights reserved. RingCentral is a registered trademark of RingCentral, Inc., 20 Davis Drive, Belmont, CA 94002, USA."
Nazario_recent,2023,"Mon, 13 Mar 2023 07:27:48 +0000",New Fax Message from (682) 499-2702 on 03/13/2023 07:27:48 am,"HTML Editor - Full Version Fax Message Dear jose , You have a new fax message: From: (682) 499-2702 Received: 03/13/2023 07:27:48 am Pages: 3 ( DOWNLOAD HERE ) To: **** 103 ( jose@monkey.org ) To view this message, open the attachment or use the computer to have instant access to all your messages on the go. Thank you for using monkey.org Fax ! By subscribing to and/or using monkey.org Fax, you acknowledge agreement to our Terms of Use. Copyright 2023 monkey.org Fax, Inc. All rights reserved. monkey.org Fax, Inc is a registered trademark of monkey.org Fax, Inc.",1,"New Fax Message from (682) 499-2702 on 03/13/2023 07:27:48 am HTML Editor - Full Version Fax Message Dear jose , You have a new fax message: From: (682) 499-2702 Received: 03/13/2023 07:27:48 am Pages: 3 ( DOWNLOAD HERE ) To: **** 103 ( jose@monkey.org ) To view this message, open the attachment or use the computer to have instant access to all your messages on the go. Thank you for using monkey.org Fax ! By subscribing to and/or using monkey.org Fax, you acknowledge agreement to our Terms of Use. Copyright 2023 monkey.org Fax, Inc. All rights reserved. monkey.org Fax, Inc is a registered trademark of monkey.org Fax, Inc."
Nazario_recent,2023,"Fri, 17 Mar 2023 10:15:49 -0600","Último día para continuar con tu membresía, podrá ser bloqueada","La fecha de suspención de tu membresía ha llegado a su límite y será eliminado al no recibir respuesta en nuestras solicitudes anteriores. Último día para continuar con tu membresía, podrá ser bloqueada Correo Registrado (jose@monkey.org). Estimado Cliente La fecha de suspención de tu membresía ha llegado a su límite y será eliminado al no recibir respuesta en nuestras solicitudes anteriores. Para continuar con el servicio renueva tu cuenta y sigue disfrutando de las mejores series y películas que tenemos para ti Fecha 17 de Marzo del 2023 Configurar Ahora",1,"Último día para continuar con tu membresía, podrá ser bloqueada La fecha de suspención de tu membresía ha llegado a su límite y será eliminado al no recibir respuesta en nuestras solicitudes anteriores. Último día para continuar con tu membresía, podrá ser bloqueada Correo Registrado (jose@monkey.org). Estimado Cliente La fecha de suspención de tu membresía ha llegado a su límite y será eliminado al no recibir respuesta en nuestras solicitudes anteriores. Para continuar con el servicio renueva tu cuenta y sigue disfrutando de las mejores series y películas que tenemos para ti Fecha 17 de Marzo del 2023 Configurar Ahora"
Nazario_recent,2023,20 Mar 2023 05:47:39 -0700,Error Occured: Failure in Mail Delivery jose@monkey.org,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Incoming&nbsp;Mails Suspended in Mail Server You're recieving this email because some of your incoming messages in jose@monkey.org has failed to be delivered. You have {11} undelivered mail Time : 3/20/2023 5:47:38 a.m. This is due to a system delay in your mail server. Read Undelivered Emails From monkey.org Support Team,1,Error Occured: Failure in Mail Delivery jose@monkey.org &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Incoming&nbsp;Mails Suspended in Mail Server You're recieving this email because some of your incoming messages in jose@monkey.org has failed to be delivered. You have {11} undelivered mail Time : 3/20/2023 5:47:38 a.m. This is due to a system delay in your mail server. Read Undelivered Emails From monkey.org Support Team
Nazario_recent,2023,"Tue, 21 Mar 2023 09:10:56 +0000",Wir haben Ihr Konto vorübergehend gesperrt,"PayPalWir haben Ihr Konto vorübergehend gesperrtLieber Kunde,Ihr Konto wurde vorübergehend eingeschränkt, um es zu schützen. Das Konto bleibt weiterhin eingeschränkt, bis es genehmigt wird. Nachdem Sie Ihre Kontodaten aktualisiert haben Ihre Informationen werden bestätigt und Ihr Konto funktioniert wieder wie gewohnt. Der Vorgang dauert nicht länger als 5 Minuten. Sobald Sie verbunden sind, folgen Sie den Schritten, um Ihr Konto zu aktivieren. Wir bitten um Ihr Verständnis, während wir daran arbeiten, die Sicherheit zu gewährleisten.Überprüfen Sie es jetzt&nbsp;Urheberrecht © 1999-2023 PayPal. Alle Rechte vorbehalten.",1,"Wir haben Ihr Konto vorübergehend gesperrt PayPalWir haben Ihr Konto vorübergehend gesperrtLieber Kunde,Ihr Konto wurde vorübergehend eingeschränkt, um es zu schützen. Das Konto bleibt weiterhin eingeschränkt, bis es genehmigt wird. Nachdem Sie Ihre Kontodaten aktualisiert haben Ihre Informationen werden bestätigt und Ihr Konto funktioniert wieder wie gewohnt. Der Vorgang dauert nicht länger als 5 Minuten. Sobald Sie verbunden sind, folgen Sie den Schritten, um Ihr Konto zu aktivieren. Wir bitten um Ihr Verständnis, während wir daran arbeiten, die Sicherheit zu gewährleisten.Überprüfen Sie es jetzt&nbsp;Urheberrecht © 1999-2023 PayPal. Alle Rechte vorbehalten."
