source,subject,body,label,text
Apache_lists,"Re: [VOTE] Apache Flink CDC Release 3.1.0, release candidate #1","Thanks everyone for your verification! I'll investigate the issue and prepare another RC once it is resolved. Much appreciated to Jingsong! This release candidate is now canceled. Best, Qingsheng On Wed, May 8, 2024 at 2:20 PM Jingsong Li <jingsonglee0@gmail.com> wrote: > -1 > > Thanks Qingsheng for preparing this RC. > > If you bundle third-party dependencies (non Flink dependencies) in > your published jar, you need to write them in the NOTICE file. > > I recommend adding a test using flink-ci-tools to verify if the NOTICE > file is correct. Of course, you cannot rely too much on tools and > still need to manually verify if it is correct. > > Best, > Jingsong > > On Sat, May 4, 2024 at 7:45 PM Ahmed Hamdy <hamdy10024@gmail.com> wrote: > > > > Hi Qisheng, > > > > +1 (non-binding) > > > > - Verified checksums and hashes > > - Verified signatures > > - Verified github tag exists > > - Verified no binaries in source > > - build source > > > > > > Best Regards > > Ahmed Hamdy > > > > > > On Fri, 3 May 2024 at 23:03, Jeyhun Karimov <je.karimov@gmail.com> > wrote: > > > > > Hi Qinsheng, > > > > > > Thanks for driving the release. > > > +1 (non-binding) > > > > > > - No binaries in source > > > - Verified Signatures > > > - Github tag exists > > > - Build source > > > > > > Regards, > > > Jeyhun > > > > > > On Thu, May 2, 2024 at 10:52 PM Muhammet Orazov > > > <mor+flink@morazow.com.invalid> wrote: > > > > > > > Hey Qingsheng, > > > > > > > > Thanks a lot! +1 (non-binding) > > > > > > > > - Checked sha512sum hash > > > > - Checked GPG signature > > > > - Reviewed release notes > > > > - Reviewed GitHub web pr (added minor suggestions) > > > > - Built the source with JDK 11 & 8 > > > > - Checked that src doesn't contain binary files > > > > > > > > Best, > > > > Muhammet > > > > > > > > On 2024-04-30 05:11, Qingsheng Ren wrote: > > > > > Hi everyone, > > > > > > > > > > Please review and vote on the release candidate #1 for the version > > > > > 3.1.0 of > > > > > Apache F",0,"Re: [VOTE] Apache Flink CDC Release 3.1.0, release candidate #1 Thanks everyone for your verification! I'll investigate the issue and prepare another RC once it is resolved. Much appreciated to Jingsong! This release candidate is now canceled. Best, Qingsheng On Wed, May 8, 2024 at 2:20 PM Jingsong Li <jingsonglee0@gmail.com> wrote: > -1 > > Thanks Qingsheng for preparing this RC. > > If you bundle third-party dependencies (non Flink dependencies) in > your published jar, you need to write them in the NOTICE file. > > I recommend adding a test using flink-ci-tools to verify if the NOTICE > file is correct. Of course, you cannot rely too much on tools and > still need to manually verify if it is correct. > > Best, > Jingsong > > On Sat, May 4, 2024 at 7:45 PM Ahmed Hamdy <hamdy10024@gmail.com> wrote: > > > > Hi Qisheng, > > > > +1 (non-binding) > > > > - Verified checksums and hashes > > - Verified signatures > > - Verified github tag exists > > - Verified no binaries in source > > - build source > > > > > > Best Regards > > Ahmed Hamdy > > > > > > On Fri, 3 May 2024 at 23:03, Jeyhun Karimov <je.karimov@gmail.com> > wrote: > > > > > Hi Qinsheng, > > > > > > Thanks for driving the release. > > > +1 (non-binding) > > > > > > - No binaries in source > > > - Verified Signatures > > > - Github tag exists > > > - Build source > > > > > > Regards, > > > Jeyhun > > > > > > On Thu, May 2, 2024 at 10:52 PM Muhammet Orazov > > > <mor+flink@morazow.com.invalid> wrote: > > > > > > > Hey Qingsheng, > > > > > > > > Thanks a lot! +1 (non-binding) > > > > > > > > - Checked sha512sum hash > > > > - Checked GPG signature > > > > - Reviewed release notes > > > > - Reviewed GitHub web pr (added minor suggestions) > > > > - Built the source with JDK 11 & 8 > > > > - Checked that src doesn't contain binary files > > > > > > > > Best, > > > > Muhammet > > > > > > > > On 2024-04-30 05:11, Qingsheng Ren wrote: > > > > > Hi everyone, > > > > > > > > > > Please review and vote on the release candidate #1 for the version > > > > > 3.1.0 of > > > > > Apache F"
Apache_lists,[jira] [Created] (FLINK-35789) Allow WATERMARK & PRIMARY KEY in CREATE TABLE AS (CTAS),Sergio Peña created FLINK-35789: ----------------------------------- Summary: Allow WATERMARK & PRIMARY KEY in CREATE TABLE AS (CTAS) Key: FLINK-35789 URL: URL Project: Flink Issue Type: Sub-task Reporter: Sergio Peña -- This message was sent by Atlassian Jira (v8.20.10#820010),0,[jira] [Created] (FLINK-35789) Allow WATERMARK & PRIMARY KEY in CREATE TABLE AS (CTAS) Sergio Peña created FLINK-35789: ----------------------------------- Summary: Allow WATERMARK & PRIMARY KEY in CREATE TABLE AS (CTAS) Key: FLINK-35789 URL: URL Project: Flink Issue Type: Sub-task Reporter: Sergio Peña -- This message was sent by Atlassian Jira (v8.20.10#820010)
Apache_lists,Re: Re: Re: [VOTE] Accept Flink CDC into Apache Flink,"+1 (binding) Thanks, Jiangjie (Becket) Qin On Fri, Jan 12, 2024 at 5:58 AM Zhijiang <wangzhijiang999@aliyun.com.invalid> wrote: > +1 (binding) > Best, > Zhijiang > ------------------------------------------------------------------ > From:Kurt Yang <ykt836@gmail.com> > Send Time:2024年1月12日(星期五) 15:31 > To:dev<dev@flink.apache.org> > Subject:Re: Re: Re: [VOTE] Accept Flink CDC into Apache Flink > +1 (binding) > Best, > Kurt > On Fri, Jan 12, 2024 at 2:21 PM Hequn Cheng <hequn@apache.org> wrote: > > +1 (binding) > > > > Thanks, > > Hequn > > > > On Fri, Jan 12, 2024 at 2:19 PM godfrey he <godfreyhe@gmail.com> wrote: > > > > > +1 (binding) > > > > > > Thanks, > > > Godfrey > > > > > > Zhu Zhu <reedpor@gmail.com> 于2024年1月12日周五 14:10写道： > > > > > > > > +1 (binding) > > > > > > > > Thanks, > > > > Zhu > > > > > > > > Hangxiang Yu <masteryhx@gmail.com> 于2024年1月11日周四 14:26写道： > > > > > > > > > +1 (non-binding) > > > > > > > > > > On Thu, Jan 11, 2024 at 11:19 AM Xuannan Su <suxuannan95@gmail.com > > > > > wrote: > > > > > > > > > > > +1 (non-binding) > > > > > > > > > > > > Best, > > > > > > Xuannan > > > > > > > > > > > > On Thu, Jan 11, 2024 at 10:28 AM Xuyang <xyzhong131@163.com> > > wrote: > > > > > > > > > > > > > > +1 (non-binding)-- > > > > > > > > > > > > > > Best！ > > > > > > > Xuyang > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > 在 2024-01-11 10:00:11，""Yang Wang"" <wangyang0918@apache.org> > 写道： > > > > > > > >+1 (binding) > > > > > > > > > > > > > > > > > > > > > > > >Best, > > > > > > > >Yang > > > > > > > > > > > > > > > >On Thu, Jan 11, 2024 at 9:53 AM liu ron <ron9.liu@gmail.com> > > > wrote: > > > > > > > > > > > > > > > >> +1 non-binding > > > > > > > >> > > > > > > > >> Best > > > > > > > >> Ron > > > > > > > >> > > > > > > > >> Matthias Pohl <matthias.pohl@aiven.io.invalid> > 于2024年1月10日周三 > > > > > 23:05写道： > > > > > > > >> > > > > > > > >> > +1 (binding) > > > > > > > >> > > > > > > > > >> > On Wed, Jan 10, 2024 at 3:3",0,"Re: Re: Re: [VOTE] Accept Flink CDC into Apache Flink +1 (binding) Thanks, Jiangjie (Becket) Qin On Fri, Jan 12, 2024 at 5:58 AM Zhijiang <wangzhijiang999@aliyun.com.invalid> wrote: > +1 (binding) > Best, > Zhijiang > ------------------------------------------------------------------ > From:Kurt Yang <ykt836@gmail.com> > Send Time:2024年1月12日(星期五) 15:31 > To:dev<dev@flink.apache.org> > Subject:Re: Re: Re: [VOTE] Accept Flink CDC into Apache Flink > +1 (binding) > Best, > Kurt > On Fri, Jan 12, 2024 at 2:21 PM Hequn Cheng <hequn@apache.org> wrote: > > +1 (binding) > > > > Thanks, > > Hequn > > > > On Fri, Jan 12, 2024 at 2:19 PM godfrey he <godfreyhe@gmail.com> wrote: > > > > > +1 (binding) > > > > > > Thanks, > > > Godfrey > > > > > > Zhu Zhu <reedpor@gmail.com> 于2024年1月12日周五 14:10写道： > > > > > > > > +1 (binding) > > > > > > > > Thanks, > > > > Zhu > > > > > > > > Hangxiang Yu <masteryhx@gmail.com> 于2024年1月11日周四 14:26写道： > > > > > > > > > +1 (non-binding) > > > > > > > > > > On Thu, Jan 11, 2024 at 11:19 AM Xuannan Su <suxuannan95@gmail.com > > > > > wrote: > > > > > > > > > > > +1 (non-binding) > > > > > > > > > > > > Best, > > > > > > Xuannan > > > > > > > > > > > > On Thu, Jan 11, 2024 at 10:28 AM Xuyang <xyzhong131@163.com> > > wrote: > > > > > > > > > > > > > > +1 (non-binding)-- > > > > > > > > > > > > > > Best！ > > > > > > > Xuyang > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > 在 2024-01-11 10:00:11，""Yang Wang"" <wangyang0918@apache.org> > 写道： > > > > > > > >+1 (binding) > > > > > > > > > > > > > > > > > > > > > > > >Best, > > > > > > > >Yang > > > > > > > > > > > > > > > >On Thu, Jan 11, 2024 at 9:53 AM liu ron <ron9.liu@gmail.com> > > > wrote: > > > > > > > > > > > > > > > >> +1 non-binding > > > > > > > >> > > > > > > > >> Best > > > > > > > >> Ron > > > > > > > >> > > > > > > > >> Matthias Pohl <matthias.pohl@aiven.io.invalid> > 于2024年1月10日周三 > > > > > 23:05写道： > > > > > > > >> > > > > > > > >> > +1 (binding) > > > > > > > >> > > > > > > > > >> > On Wed, Jan 10, 2024 at 3:3"
Apache_lists,Re: [DISCUSSION] FLIP-457: Improve Table/SQL Configuration for Flink 2.0,"Hi Jane, Thanks for the proposal. +1 from my side. Best, Jark On Thu, 16 May 2024 at 10:28, Xuannan Su <suxuannan95@gmail.com> wrote: > Hi Jane, > > Thanks for driving this effort! And +1 for the proposed changes. > > I have one comment on the migration plan. > > For options to be moved to another module/package, I think we have to > mark the old option deprecated in 1.20 for it to be removed in 2.0, > according to the API compatibility guarantees[1]. We can introduce the > new option in 1.20 with the same option key in the intended class. > WDYT? > > Best, > Xuannan > > [1] > URL > > > > On Wed, May 15, 2024 at 6:20 PM Jane Chan <qingyue.cqy@gmail.com> wrote: > > > > Hi all, > > > > I'd like to start a discussion on FLIP-457: Improve Table/SQL > Configuration > > for Flink 2.0 [1]. This FLIP revisited all Table/SQL configurations to > > improve user-friendliness and maintainability as Flink moves toward 2.0. > > > > I am looking forward to your feedback. > > > > Best regards, > > Jane > > > > [1] > > > URL >",0,"Re: [DISCUSSION] FLIP-457: Improve Table/SQL Configuration for Flink 2.0 Hi Jane, Thanks for the proposal. +1 from my side. Best, Jark On Thu, 16 May 2024 at 10:28, Xuannan Su <suxuannan95@gmail.com> wrote: > Hi Jane, > > Thanks for driving this effort! And +1 for the proposed changes. > > I have one comment on the migration plan. > > For options to be moved to another module/package, I think we have to > mark the old option deprecated in 1.20 for it to be removed in 2.0, > according to the API compatibility guarantees[1]. We can introduce the > new option in 1.20 with the same option key in the intended class. > WDYT? > > Best, > Xuannan > > [1] > URL > > > > On Wed, May 15, 2024 at 6:20 PM Jane Chan <qingyue.cqy@gmail.com> wrote: > > > > Hi all, > > > > I'd like to start a discussion on FLIP-457: Improve Table/SQL > Configuration > > for Flink 2.0 [1]. This FLIP revisited all Table/SQL configurations to > > improve user-friendliness and maintainability as Flink moves toward 2.0. > > > > I am looking forward to your feedback. > > > > Best regards, > > Jane > > > > [1] > > > URL >"
Apache_lists,Re: [DISCUSS] FLIP-437: Support ML Models in Flink SQL,"Hi Minge, Chris, Hao, Thanks for proposing this interesting idea. I think this is a nice step towards the AI world for Apache Flink. I don't know much about AI/ML, so I may have some stupid questions. 1. Could you tell more about why polymorphism table function (PTF) doesn't work and do we have plan to use PTF as model functions? 2. What kind of object does the model map to in SQL? A relation or a data type? It looks like a data type because we use it as a parameter of the table function. If it is a data type, how does it cooperate with type inference[1]? 3. What built-in model functions will we support? How to define a user-defined model function? 4. What built-in model types will we support? How to define a user-defined model type? 5. Regarding the remote model, what providers will we support? Can users implement 3rd-party providers except OpenAI? Best, Jark [1]: URL On Wed, 13 Mar 2024 at 05:55, Hao Li <hli@confluent.io.invalid> wrote: > Hi, Dev > > > Mingge, Chris and I would like to start a discussion about FLIP-437: > Support ML Models in Flink SQL. > > This FLIP is proposing to support machine learning models in Flink SQL > syntax so that users can CRUD models with Flink SQL and use models on Flink > to do prediction with Flink data. The FLIP also proposes new model entities > and changes to catalog interface to support model CRUD operations in > catalog. > > For more details, see FLIP-437 [1]. Looking forward to your feedback. > > > [1] > > URL > > Thanks, > Minge, Chris & Hao >",0,"Re: [DISCUSS] FLIP-437: Support ML Models in Flink SQL Hi Minge, Chris, Hao, Thanks for proposing this interesting idea. I think this is a nice step towards the AI world for Apache Flink. I don't know much about AI/ML, so I may have some stupid questions. 1. Could you tell more about why polymorphism table function (PTF) doesn't work and do we have plan to use PTF as model functions? 2. What kind of object does the model map to in SQL? A relation or a data type? It looks like a data type because we use it as a parameter of the table function. If it is a data type, how does it cooperate with type inference[1]? 3. What built-in model functions will we support? How to define a user-defined model function? 4. What built-in model types will we support? How to define a user-defined model type? 5. Regarding the remote model, what providers will we support? Can users implement 3rd-party providers except OpenAI? Best, Jark [1]: URL On Wed, 13 Mar 2024 at 05:55, Hao Li <hli@confluent.io.invalid> wrote: > Hi, Dev > > > Mingge, Chris and I would like to start a discussion about FLIP-437: > Support ML Models in Flink SQL. > > This FLIP is proposing to support machine learning models in Flink SQL > syntax so that users can CRUD models with Flink SQL and use models on Flink > to do prediction with Flink data. The FLIP also proposes new model entities > and changes to catalog interface to support model CRUD operations in > catalog. > > For more details, see FLIP-437 [1]. Looking forward to your feedback. > > > [1] > > URL > > Thanks, > Minge, Chris & Hao >"
Apache_lists,Confirmation on Lambda Support for UDFs in FlinkSQL / Table API,"Hi Flink Community, I’m writing to confirm whether lambda expressions are supported with User Defined Functions (UDFs) in FlinkSQL and the Table API. My current understanding is that they are not supported. Can anyone verify this, or let me know if there have been any recent changes regarding this? Thanks for your help. Best regards, Tucker",0,"Confirmation on Lambda Support for UDFs in FlinkSQL / Table API Hi Flink Community, I’m writing to confirm whether lambda expressions are supported with User Defined Functions (UDFs) in FlinkSQL and the Table API. My current understanding is that they are not supported. Can anyone verify this, or let me know if there have been any recent changes regarding this? Thanks for your help. Best regards, Tucker"
Apache_lists,"[jira] [Created] (FLINK-34748) ""legacy-flink-cdc-sources"" Page of Oracle for Flink CDC Chinese Documentation.","LvYanquan created FLINK-34748: --------------------------------- Summary: ""legacy-flink-cdc-sources"" Page of Oracle for Flink CDC Chinese Documentation. Key: FLINK-34748 URL: URL Project: Flink Issue Type: Sub-task Components: chinese-translation, Documentation, Flink CDC Affects Versions: cdc-3.1.0 Reporter: LvYanquan Fix For: cdc-3.1.0 Translate legacy-flink-cdc-sources pages of [ URL | URL Chinese. -- This message was sent by Atlassian Jira (v8.20.10#820010)",0,"[jira] [Created] (FLINK-34748) ""legacy-flink-cdc-sources"" Page of Oracle for Flink CDC Chinese Documentation. LvYanquan created FLINK-34748: --------------------------------- Summary: ""legacy-flink-cdc-sources"" Page of Oracle for Flink CDC Chinese Documentation. Key: FLINK-34748 URL: URL Project: Flink Issue Type: Sub-task Components: chinese-translation, Documentation, Flink CDC Affects Versions: cdc-3.1.0 Reporter: LvYanquan Fix For: cdc-3.1.0 Translate legacy-flink-cdc-sources pages of [ URL | URL Chinese. -- This message was sent by Atlassian Jira (v8.20.10#820010)"
Apache_lists,"Re: [VOTE] Release 1.19.0, release candidate #2","+1 (binding) - Verified signature and checksum - Verified no binary in source - Built from source - Tested reading and writing Kafka with SQL client and Kafka connector 3.1.0 - Verified source code tag - Reviewed release note - Reviewed web PR Thanks to all release managers and contributors for the awesome work! Best, Qingsheng On Wed, Mar 13, 2024 at 1:23 AM Matthias Pohl <matthias.pohl@aiven.io.invalid> wrote: > I want to share an update on FLINK-34227 [1]: It's still not clear what's > causing the test instability. So far, we agreed in today's release sync [2] > that it's not considered a blocker because it is observed in 1.18 nightly > builds and it only appears in the GitHub Actions workflow. But I still have > a bit of a concern that this is something that was introduced in 1.19 and > backported to 1.18 after the 1.18.1 release (because the test instability > started to appear more regularly in March; with one occurrence in January). > Additionally, I have no reason to believe, yet, that the instability is > caused by some GHA-related infrastructure issue. > > So, if someone else has some capacity to help looking into it; that would > be appreciated. I will continue my investigation tomorrow. > > Best, > Matthias > > [1] URL > [2] > > URL > > On Tue, Mar 12, 2024 at 12:50 PM Benchao Li <libenchao@apache.org> wrote: > > > +1 (non-binding) > > > > - checked signature and checksum: OK > > - checkout copyright year in notice file: OK > > - diffed source distribution with tag, make sure there is no > > unexpected files: OK > > - build from source : OK > > - start a local cluster, played with jdbc connector: OK > > > > weijie guo <guoweijiereswqa@gmail.com> 于2024年3月12日周二 16:55写道： > > > > > > +1 (non-binding) > > > > > > - Verified signature and checksum > > > - Verified source distribution does not contains binaries > > > - Build from source code and submit a word-count job successfully > > > > > > > > > Best regards, > > > > > > Weijie > > > > > > > > > Jane Chan <",0,"Re: [VOTE] Release 1.19.0, release candidate #2 +1 (binding) - Verified signature and checksum - Verified no binary in source - Built from source - Tested reading and writing Kafka with SQL client and Kafka connector 3.1.0 - Verified source code tag - Reviewed release note - Reviewed web PR Thanks to all release managers and contributors for the awesome work! Best, Qingsheng On Wed, Mar 13, 2024 at 1:23 AM Matthias Pohl <matthias.pohl@aiven.io.invalid> wrote: > I want to share an update on FLINK-34227 [1]: It's still not clear what's > causing the test instability. So far, we agreed in today's release sync [2] > that it's not considered a blocker because it is observed in 1.18 nightly > builds and it only appears in the GitHub Actions workflow. But I still have > a bit of a concern that this is something that was introduced in 1.19 and > backported to 1.18 after the 1.18.1 release (because the test instability > started to appear more regularly in March; with one occurrence in January). > Additionally, I have no reason to believe, yet, that the instability is > caused by some GHA-related infrastructure issue. > > So, if someone else has some capacity to help looking into it; that would > be appreciated. I will continue my investigation tomorrow. > > Best, > Matthias > > [1] URL > [2] > > URL > > On Tue, Mar 12, 2024 at 12:50 PM Benchao Li <libenchao@apache.org> wrote: > > > +1 (non-binding) > > > > - checked signature and checksum: OK > > - checkout copyright year in notice file: OK > > - diffed source distribution with tag, make sure there is no > > unexpected files: OK > > - build from source : OK > > - start a local cluster, played with jdbc connector: OK > > > > weijie guo <guoweijiereswqa@gmail.com> 于2024年3月12日周二 16:55写道： > > > > > > +1 (non-binding) > > > > > > - Verified signature and checksum > > > - Verified source distribution does not contains binaries > > > - Build from source code and submit a word-count job successfully > > > > > > > > > Best regards, > > > > > > Weijie > > > > > > > > > Jane Chan <"
Apache_lists,[jira] [Created] (FLINK-36803) Use fixed format for splitId in all connectors,"Ruan Hang created FLINK-36803: --------------------------------- Summary: Use fixed format for splitId in all connectors Key: FLINK-36803 URL: URL Project: Flink Issue Type: Improvement Components: Flink CDC Affects Versions: cdc-3.2.0 Reporter: Ruan Hang Fix For: cdc-3.3.0 When we create a snapshotSplit, we need to provide a splitId for it. Now every connector use the same format `tabldId:index`. I think we should use this fixed format for splitId in all connectors. In this way, we could parse tableId and index from splitId strings. -- This message was sent by Atlassian Jira (v8.20.10#820010)",0,"[jira] [Created] (FLINK-36803) Use fixed format for splitId in all connectors Ruan Hang created FLINK-36803: --------------------------------- Summary: Use fixed format for splitId in all connectors Key: FLINK-36803 URL: URL Project: Flink Issue Type: Improvement Components: Flink CDC Affects Versions: cdc-3.2.0 Reporter: Ruan Hang Fix For: cdc-3.3.0 When we create a snapshotSplit, we need to provide a splitId for it. Now every connector use the same format `tabldId:index`. I think we should use this fixed format for splitId in all connectors. In this way, we could parse tableId and index from splitId strings. -- This message was sent by Atlassian Jira (v8.20.10#820010)"
Apache_lists,Out of space on connector runner (jdbc),"Hi, During the refactor related to FLIP-449, we have started encountering the following errors on CI: - ""You are running out of disk space. The runner will stop working when the machine runs out of disk space. Free space left: 0 MB."" - ""You are running out of disk space. The runner will stop working when the machine runs out of disk space. Free space left: 0 MB."" Initially, the runner has 21GB free space, and the docker images used take up 12GB. This usage could increase if more databases are added. The free space details are as follows: Filesystem Size Used Avail Use% Mounted on /dev/root 73G 52G 21G 72% / Considering Maven might use another 3GB (for jars, class files, etc.), we should still have around 5GB of free space. I have created a copy of the workflow and added some steps to clean up the runner to free up more space. With these changes, I am now able to run the tests successfully. The updated free space details are: Filesystem Size Used Avail Use% Mounted on /dev/root 73G 34G 40G 46% / You can find the changes I made here [2] Could someone assist us in resolving this issue? Should we add an option to clean the runner in apache/flink-connector-shared-utils/.github/workflows/ci.yml@ci_utils? Another option might be to configure Docker to store files on /mnt, which has 66GB free space: Filesystem Size Used Avail Use% Mounted on /dev/sdb1 74G 4.1G 66G 6% /mnt However, I haven't found a way to do this. Here are the details of the last runs: - Last run of CI: URL - Last run of clean CI: URL Thank you for your help! [1] URL [2] URL Best regards,",0,"Out of space on connector runner (jdbc) Hi, During the refactor related to FLIP-449, we have started encountering the following errors on CI: - ""You are running out of disk space. The runner will stop working when the machine runs out of disk space. Free space left: 0 MB."" - ""You are running out of disk space. The runner will stop working when the machine runs out of disk space. Free space left: 0 MB."" Initially, the runner has 21GB free space, and the docker images used take up 12GB. This usage could increase if more databases are added. The free space details are as follows: Filesystem Size Used Avail Use% Mounted on /dev/root 73G 52G 21G 72% / Considering Maven might use another 3GB (for jars, class files, etc.), we should still have around 5GB of free space. I have created a copy of the workflow and added some steps to clean up the runner to free up more space. With these changes, I am now able to run the tests successfully. The updated free space details are: Filesystem Size Used Avail Use% Mounted on /dev/root 73G 34G 40G 46% / You can find the changes I made here [2] Could someone assist us in resolving this issue? Should we add an option to clean the runner in apache/flink-connector-shared-utils/.github/workflows/ci.yml@ci_utils? Another option might be to configure Docker to store files on /mnt, which has 66GB free space: Filesystem Size Used Avail Use% Mounted on /dev/sdb1 74G 4.1G 66G 6% /mnt However, I haven't found a way to do this. Here are the details of the last runs: - Last run of CI: URL - Last run of clean CI: URL Thank you for your help! [1] URL [2] URL Best regards,"
Apache_lists,[jira] [Created] (FLINK-34555) Migrate JoinConditionTypeCoerceRule,Jacky Lau created FLINK-34555: --------------------------------- Summary: Migrate JoinConditionTypeCoerceRule Key: FLINK-34555 URL: URL Project: Flink Issue Type: Sub-task Components: Table SQL / Planner Affects Versions: 1.20.0 Reporter: Jacky Lau Fix For: 1.20.0 -- This message was sent by Atlassian Jira (v8.20.10#820010),0,[jira] [Created] (FLINK-34555) Migrate JoinConditionTypeCoerceRule Jacky Lau created FLINK-34555: --------------------------------- Summary: Migrate JoinConditionTypeCoerceRule Key: FLINK-34555 URL: URL Project: Flink Issue Type: Sub-task Components: Table SQL / Planner Affects Versions: 1.20.0 Reporter: Jacky Lau Fix For: 1.20.0 -- This message was sent by Atlassian Jira (v8.20.10#820010)
Apache_lists,Re: [DISCUSS] Maven Plugin SPI,"lapsus: as in maven-core and maven-model SHOULD NOT share the same release lifecycle. They DO currently. Which implies that we have as many maven-model artifacts released so far as many maven, but many of them are binary equivalent to each other. That's all I wanted to prevent. Am fine with having SPI next to the plugin as well... T On Mon, May 6, 2024 at 2:36 PM Tamás Cservenák <tamas@cservenak.net> wrote: > Pretty much the same story as Maven models vs Maven ""core"" (maven-core in > 3.x or api-imple in 4).... they don't share the same release lifecycle. > > SPI is not to be changed often, while we do patch releases of the plugins. > Am not saying we cannot keep SPI along with Plugins, I am just saying that > it's pointless: we will have many releases of the same thing. > > On Mon, May 6, 2024 at 2:31 PM Guillaume Nodet <gnodet@apache.org> wrote: > >> Le lun. 6 mai 2024 à 14:29, Tamás Cservenák <tamas@cservenak.net> a >> écrit : >> >> > Howdy, >> > >> > IIUC you have a problem with designated G? >> > As if so, that is really irrelevant. Point is that SPI cannot reside >> with >> > Plugin, as they share totally different release cycles. >> > >> >> Why ? >> >> >> > >> > Second, you mention a plugin dep, that is hence available in the same >> scope >> > as the plugin itself... which is obviously not enough in some cases. >> > >> > T >> > >> > On Mon, May 6, 2024 at 2:25 PM Romain Manni-Bucau < >> rmannibucau@gmail.com> >> > wrote: >> > >> > > Hi Tamas, >> > > >> > > I kind of fail to see why org.apache.maven.maven-plugin-spi makes >> sense >> > > instead of org.apache.maven.plugins.$pluginArtifact-spi ? >> > > My understanding is that we already have that since any plugin can >> > define a >> > > specific SPI in its code and get it injected from a plugin dep using >> its >> > > <configuration> block - exactly like shade plugin references its >> > > transformers to be concrete. >> > > So for me nothing to create nor modify to get an old feature. >> > > >> > > Romain Man",0,"Re: [DISCUSS] Maven Plugin SPI lapsus: as in maven-core and maven-model SHOULD NOT share the same release lifecycle. They DO currently. Which implies that we have as many maven-model artifacts released so far as many maven, but many of them are binary equivalent to each other. That's all I wanted to prevent. Am fine with having SPI next to the plugin as well... T On Mon, May 6, 2024 at 2:36 PM Tamás Cservenák <tamas@cservenak.net> wrote: > Pretty much the same story as Maven models vs Maven ""core"" (maven-core in > 3.x or api-imple in 4).... they don't share the same release lifecycle. > > SPI is not to be changed often, while we do patch releases of the plugins. > Am not saying we cannot keep SPI along with Plugins, I am just saying that > it's pointless: we will have many releases of the same thing. > > On Mon, May 6, 2024 at 2:31 PM Guillaume Nodet <gnodet@apache.org> wrote: > >> Le lun. 6 mai 2024 à 14:29, Tamás Cservenák <tamas@cservenak.net> a >> écrit : >> >> > Howdy, >> > >> > IIUC you have a problem with designated G? >> > As if so, that is really irrelevant. Point is that SPI cannot reside >> with >> > Plugin, as they share totally different release cycles. >> > >> >> Why ? >> >> >> > >> > Second, you mention a plugin dep, that is hence available in the same >> scope >> > as the plugin itself... which is obviously not enough in some cases. >> > >> > T >> > >> > On Mon, May 6, 2024 at 2:25 PM Romain Manni-Bucau < >> rmannibucau@gmail.com> >> > wrote: >> > >> > > Hi Tamas, >> > > >> > > I kind of fail to see why org.apache.maven.maven-plugin-spi makes >> sense >> > > instead of org.apache.maven.plugins.$pluginArtifact-spi ? >> > > My understanding is that we already have that since any plugin can >> > define a >> > > specific SPI in its code and get it injected from a plugin dep using >> its >> > > <configuration> block - exactly like shade plugin references its >> > > transformers to be concrete. >> > > So for me nothing to create nor modify to get an old feature. >> > > >> > > Romain Man"
